Product_Name,Discounted_Price,Discount,Original_Price,Rating,No_of_ratings,itemURL
"More Pulses - Green Peas, 500g (Loose)",,0%,,3.9,12,https://www.amazon.in/More-Green-Peas-loose-500gm/dp/B07MKCHCYW/ref=sr_1_224?dchild=1&qid=1591099869&s=grocery&sr=1-224
Natureland Organics Amaranthus Flour (Rajgira Flour) 500 Gm (Pack of 2) - Gluten Free Amaranth Flour,220,0%,,4.7,4,https://www.amazon.in/Natureland-Organics-Amaranthus-Flour-Rajgira/dp/B081NHJK4V/ref=sr_1_225?dchild=1&qid=1591099869&s=grocery&sr=1-225
Pmw® - Grade A Quality - Suji Atta - Suji Rava - Bombay Ravva - 1 Kilo,149,25%,₹199,5,1,https://www.amazon.in/Pmw%C2%AE-Grade-Quality-Bombay-Ravva/dp/B07R6FJKD6/ref=sr_1_226?dchild=1&qid=1591099869&s=grocery&sr=1-226
Pmw® - Grade A Quality - Idly Ravva - Premium Idly Rawa - Chawal Da Atta - 3 Kilo,259,7%,₹279,3.7,10,https://www.amazon.in/Pmw%C2%AE-Grade-Quality-Premium-Chawal/dp/B07QFMSP9L/ref=sr_1_227?dchild=1&qid=1591099869&s=grocery&sr=1-227
Lo! Foods - Ultra Low Carb Keto Atta | 3g Net Carb Per Roti | Lab Tested Keto Food Products for Keto Diet | Nutritious Keto Flour Low Carb - 975 g,530,3%,₹549,4.3,51,https://www.amazon.in/Lo-Foods-Tested-Products-Nutritious/dp/B07XQ2MY1G/ref=sr_1_228?dchild=1&qid=1591099869&s=grocery&sr=1-228
Natureland Organic Barley Flour / Jau Flour 500 Gm (Pack of 5) - Healthy Organic Flour,275,0%,,3.8,5,https://www.amazon.in/Natureland-Organic-Barley-Flour-Pack/dp/B081NDFY5B/ref=sr_1_229?dchild=1&qid=1591099869&s=grocery&sr=1-229
NutroActive Keto Atta (1 gm Net Carb Per Roti) Extremely Low Carb Flour - 750 gm (Pack of 3),1363,24%,"₹1,797",3.6,70,https://www.amazon.in/NutroActive-Keto-Atta-Extremely-Flour/dp/B07QGWGR84/ref=sr_1_230?dchild=1&qid=1591099869&s=grocery&sr=1-230
"Slurrp Farm Millet Dosa Instant Mix, Supergrains Spinach And Beetroot, Natural And Healthy Food, 150g (Pack Of 2)",178,0%,,4,103,https://www.amazon.in/Slurrp-Farm-Instant-Supergrains-Beetroot/dp/B07D4K4GKR/ref=sr_1_231?dchild=1&qid=1591099869&s=grocery&sr=1-231
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg10_1?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_232_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-232-spons%26psc%3D1&qualifier=1591153679&id=3487374893443017&widgetName=sp_mtf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg10_2?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_233_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-233-spons%26psc%3D1&qualifier=1591153679&id=3487374893443017&widgetName=sp_mtf_browse
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg10_3?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_234_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-234-spons%26psc%3D1&qualifier=1591153679&id=3487374893443017&widgetName=sp_mtf_browse
Zero-G Gluten Free Lite Flour (1.25 kg Pouch),170,13%,₹195,4.3,62,https://www.amazon.in/Zero-G-Gluten-Free-Flour-Pouch/dp/B07V6NTQXJ/ref=sr_1_235?dchild=1&qid=1591099869&s=grocery&sr=1-235
"Pillsbury Chakki Fresh Atta, 5kg",,0%,,4.3,116,https://www.amazon.in/Pillsbury-Chakki-Fresh-Atta-5kg/dp/B00AK8J4QS/ref=sr_1_236?dchild=1&qid=1591099869&s=grocery&sr=1-236
"GoodMorning Fresh Maida, 1 Kg",60,14%,₹70,3.8,3,https://www.amazon.in/GoodMorning-Fresh-Maida-1-Kg/dp/B07WSZ57CD/ref=sr_1_237?dchild=1&qid=1591099869&s=grocery&sr=1-237
"Ronak Raunak Matar (White Peas), 1 kg",133,11%,₹149,,"
    Save ₹10
",https://www.amazon.in/Ronak-Raunak-Matar-White-Peas/dp/B0854L4R2B/ref=sr_1_238?dchild=1&qid=1591099869&s=grocery&sr=1-238
"India Gate Basmati Rice Pouch, Feast Rozzana, 1kg",,0%,,4.3,83,https://www.amazon.in/India-Gate-Basmati-Pouch-Rozzana/dp/B01JAF16Q2/ref=sr_1_239?dchild=1&qid=1591099869&s=grocery&sr=1-239
Hubballi Avalakki / Poha - 1 Kg (North Karnataka Special Medium Poha),116,23%,₹150,4.8,10,https://www.amazon.in/Hubballi-Avalakki-Poha-Karnataka-Special/dp/B084KHVGGX/ref=sr_1_240?dchild=1&qid=1591099869&s=grocery&sr=1-240
SPROUTAMINS Sprouted Ragi Flour 1 Kg,130,0%,,4.3,13,https://www.amazon.in/SPROUTAMINS-Sprouted-Ragi-Flour-Kg/dp/B07TWHNL1H/ref=sr_1_241?dchild=1&qid=1591099869&s=grocery&sr=1-241
Ketofy - Keto Flour (750g) | Healthiest Low Carb Flour | 1g Net Carb Per Roti | Gluten Free | Ultra Low Glycemic,549,31%,₹799,3.5,712,https://www.amazon.in/Keto-Essentials-Flour-Ultra-Carb/dp/B079XZJMSN/ref=sr_1_242?dchild=1&qid=1591099869&s=grocery&sr=1-242
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,228,https://www.amazon.in/NutroActive-BrownXatta-Protein-Friendly-Flour/dp/B06XQMG23M/ref=sr_1_243?dchild=1&qid=1591099869&s=grocery&sr=1-243
Tenali Double Horse Urad Dall Whole 1 Kg,122,24%,₹160,4.4,63,https://www.amazon.in/Tenali-Double-Horse-Orid-Dall/dp/B07QDR1H9D/ref=sr_1_244?dchild=1&qid=1591099869&s=grocery&sr=1-244
"Daawat Traditional Basmati Rice, 5kg",912,13%,"₹1,050",4,71,https://www.amazon.in/Daawat-Traditional-Basmati-Rice-5kg/dp/B01H5MBJ78/ref=sr_1_245?dchild=1&qid=1591099869&s=pantry&sr=1-245
ELWORLD AGRO & ORGANIC FOOD PRODUCTS Jowar Flour (500 g x 4),,0%,,3.6,18,https://www.amazon.in/ELWORLD-AGRO-ORGANIC-FOOD-PRODUCTS/dp/B07R8Y8MS9/ref=sr_1_246?dchild=1&qid=1591099869&s=grocery&sr=1-246
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg11_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_241_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-241-spons%26psc%3D1&qualifier=1591153680&id=3653662737416044&widgetName=sp_atf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg11_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_242_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-242-spons%26psc%3D1&qualifier=1591153680&id=3653662737416044&widgetName=sp_atf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg11_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_243_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-243-spons%26psc%3D1&qualifier=1591153680&id=3653662737416044&widgetName=sp_atf_browse
"Daawat Dubar Basmati Rice, 5kg",595,0%,,3.7,33,https://www.amazon.in/Daawat-Dubar-Basmati-Rice-5kg/dp/B01H5MCCWO/ref=sr_1_244?dchild=1&qid=1591099869&s=pantry&sr=1-244
Indiana Roasted Chana - 1kg,290,28%,₹400,4.1,15,https://www.amazon.in/Indiana-Roasted-Chana-1kg/dp/B07VPX3CH2/ref=sr_1_245?dchild=1&qid=1591099869&s=grocery&sr=1-245
"Naturevibe Botanicals Rice Flour, 1 kg",250,16%,₹299,4.4,18,https://www.amazon.in/Naturevibe-Botanicals-Gluten-Supports-Healthy/dp/B07MP9429P/ref=sr_1_246?dchild=1&qid=1591099869&s=grocery&sr=1-246
More Kabuli Chana Loose (500 g),,0%,,4.1,50,https://www.amazon.in/More-Kabuli-Chana-Loose-500gm/dp/B07MNGBFVD/ref=sr_1_247?dchild=1&qid=1591099869&s=grocery&sr=1-247
24Mantra Organic Red Poha Flattened Rice 500 Grams (Pack Of 2 Pcs),150,0%,,4.4,11,https://www.amazon.in/24Mantra-Organic-Poha-Flattened-Grams/dp/B079D9ZC77/ref=sr_1_248?dchild=1&qid=1591099869&s=grocery&sr=1-248
"Mangat Ram Dollar Safed Chana, 1kg",146,10%,₹162,4.2,38,https://www.amazon.in/Mangat-Ram-Dollar-Safed-Chana/dp/B07H3385XS/ref=sr_1_249?dchild=1&qid=1591099869&s=grocery&sr=1-249
THINK3 RNR 15048 Telangana Sona Rice with Low glycemic Index Sugar Free Rice for Diabetic Control 4.5 KG,525,30%,₹750,3.9,48,https://www.amazon.in/THINK3-Telangana-glycemic-Diabetic-Control/dp/B07WGQ898K/ref=sr_1_250?dchild=1&qid=1591099869&s=grocery&sr=1-250
Adit Universal - Idli / Dosai Rice 5 Kg,360,3%,₹370,,,https://www.amazon.in/Adit-Universal-Idli-Dosai-Rice/dp/B088F2QY6Y/ref=sr_1_251?dchild=1&qid=1591099869&s=grocery&sr=1-251
"SHRILALMAHAL Basmati Rice, Mogra 4, Broken Basmati Rice, 10 Kg",699,25%,₹935,2.4,29,https://www.amazon.in/SHRILALMAHAL-Basmati-Rice-Mogra-Broken/dp/B07JXZ4JBV/ref=sr_1_252?dchild=1&qid=1591099869&s=grocery&sr=1-252
Rice RAVA 1Kg,54,10%,₹60,2.8,5,https://www.amazon.in/MRV-Rice-RAVA-1Kg/dp/B07TC8H3QM/ref=sr_1_253?dchild=1&qid=1591099869&s=grocery&sr=1-253
"Mother Organic Maize Atta, 1kg",135,0%,,4.1,55,https://www.amazon.in/Mother-Organic-Maize-Atta-1kg/dp/B01FKQLRF0/ref=sr_1_254?dchild=1&qid=1591099869&s=grocery&sr=1-254
"Nature Vit Soya Chunks, 400 gm",249,0%,₹250,3.5,18,https://www.amazon.in/Nature-Vit-Soya-Chunks-400/dp/B07S1P9N21/ref=sr_1_255?dchild=1&qid=1591099869&s=grocery&sr=1-255
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg11_1?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_256_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-256-spons%26psc%3D1&qualifier=1591153680&id=3653662737416044&widgetName=sp_mtf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg11_2?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_257_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-257-spons%26psc%3D1&qualifier=1591153680&id=3653662737416044&widgetName=sp_mtf_browse
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg11_3?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_258_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-258-spons%26psc%3D1&qualifier=1591153680&id=3653662737416044&widgetName=sp_mtf_browse
Natureland Organics Barley Dalia 500 Gm (Pack of 4) Total 2Kg - Organic Dalia,240,0%,,4.4,6,https://www.amazon.in/Natureland-Organics-Barley-Dalia-Total/dp/B081ND8Y2Y/ref=sr_1_259?dchild=1&qid=1591099869&s=grocery&sr=1-259
"Dr Gluten Gluten-Free Platinum Atta, 1 kg",157,2%,₹160,4.2,178,https://www.amazon.in/Dr-Gluten-Gluten-Free-Platinum-Atta/dp/B01N2I8AT6/ref=sr_1_260?dchild=1&qid=1591099869&s=grocery&sr=1-260
"24 Mantra Organic Bajra (Pearl Millet) Flour, 500g",,0%,,3.8,129,https://www.amazon.in/24-Mantra-Organic-Bajra-Millet/dp/B00L925YBS/ref=sr_1_261?dchild=1&qid=1591099869&s=grocery&sr=1-261
"24 Mantra Organic Green Moong Whole, 500g",100,0%,,3.9,232,https://www.amazon.in/24-Mantra-Organic-Green-Moong/dp/B00L925BUC/ref=sr_1_262?dchild=1&qid=1591099869&s=grocery&sr=1-262
Indiana Sabudana (Sago/Tapioca) - 1 kg,290,17%,₹350,5,5,https://www.amazon.in/Indiana-Sabudana-Sago-Tapioca/dp/B07VK3RTFF/ref=sr_1_263?dchild=1&qid=1591099869&s=grocery&sr=1-263
"Naga Sooji Samba Rava Special, 500 g",65,0%,,,,https://www.amazon.in/Naga-Sooji-Samba-Rava-Special/dp/B084Q6LSLC/ref=sr_1_264?dchild=1&qid=1591099869&s=grocery&sr=1-264
"Mangat Ram Moong Chilka, 1kg",187,10%,₹208,4.5,26,https://www.amazon.in/Mangat-Ram-Moong-Chilka-1kg/dp/B07H3385X8/ref=sr_1_265?dchild=1&qid=1591099869&s=grocery&sr=1-265
Tenali Double Horse Urad Dall Whole 5 Kg Pack of 2,1220,24%,"₹1,600",4.8,9,https://www.amazon.in/Tenali-Double-Horse-Orid-Dall/dp/B07QCSBPZ5/ref=sr_1_266?dchild=1&qid=1591099869&s=grocery&sr=1-266
"Kohinoor Dubar Authentic Basmati Rice, 1 Kg",109,9%,₹120,3.4,58,https://www.amazon.in/Kohinoor-Dubar-Basmati-Rice-1KG/dp/B074QT1XLD/ref=sr_1_267?dchild=1&qid=1591099869&s=pantry&sr=1-267
"Ronak Raunak Poha (Flattened Rice/Atukulu), 1 kg",87,42%,₹150,4,1,https://www.amazon.in/Ronak-Raunak-Poha-Flattened-Atukulu/dp/B083D3FCCK/ref=sr_1_268?dchild=1&qid=1591099869&s=grocery&sr=1-268
"Jiwa Diabetic Care Atta, 1Kg",125,37%,₹199,3.7,53,https://www.amazon.in/Jiwa-Diabetic-Care-Atta-900g/dp/B079RZM4ND/ref=sr_1_269?dchild=1&qid=1591099869&s=grocery&sr=1-269
"Tata Sampann Kali Masoor, 1kg",130,0%,,4.5,50,https://www.amazon.in/Tata-Sampann-Kali-Masoor-1kg/dp/B077X8S4VJ/ref=sr_1_270?dchild=1&qid=1591099869&s=grocery&sr=1-270
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg12_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_265_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-265-spons%26psc%3D1&qualifier=1591153681&id=6673282601222296&widgetName=sp_atf_browse
GrowFit Low Carb Gluten Free Roti Flour (1Kg),790,0%,,3.3,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg12_2?ie=UTF8&adId=A040305033MHK9NHB8UG7&url=%2FGrow-Fit-Carb-Non-Gluten-Flour%2Fdp%2FB077PN52J7%2Fref%3Dsr_1_266_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-266-spons%26psc%3D1&qualifier=1591153681&id=6673282601222296&widgetName=sp_atf_browse
Earthspired Special Multigrain Flour with Low Glycemic Index Ingredients (1kg),250,15%,₹295,3.4,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg12_3?ie=UTF8&adId=A08328631GG0WFE6RAK3X&url=%2FEarthspired-Special-Multigrain-Glycemic-Ingredients%2Fdp%2FB01MU3ITN7%2Fref%3Dsr_1_267_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-267-spons%26psc%3D1&qualifier=1591153681&id=6673282601222296&widgetName=sp_atf_browse
"Ronak Raunak Organic Dried Peas (Dry Green Matar), 500 g",92,29%,₹129,,"
    Save ₹10
",https://www.amazon.in/Ronak-Raunak-Organic-Dried-Green/dp/B0851VMDRW/ref=sr_1_268?dchild=1&qid=1591099869&s=grocery&sr=1-268
"Pro Nature 100% Organic Sonamasoori Rice, 1kg",92,7%,₹99,3.9,123,https://www.amazon.in/Pro-Nature-100-Organic-Sonamasoori/dp/B075MPLTHX/ref=sr_1_269?dchild=1&qid=1591099869&s=pantry&sr=1-269
"Mangat Ram Urad Sabut, 1kg",166,10%,₹184,4.7,5,https://www.amazon.in/Mangat-Ram-Urad-Sabut-1kg/dp/B07H2WV85N/ref=sr_1_270?dchild=1&qid=1591099869&s=grocery&sr=1-270
Kitchenwale Safed Lobhia (500g),75,63%,₹200,,,https://www.amazon.in/Kitchenwale-Safed-Lobhia-500g/dp/B07T498CYS/ref=sr_1_271?dchild=1&qid=1591099869&s=grocery&sr=1-271
"24 Mantra Organic Sonamasuri Raw Rice Polished, 5kg",,0%,,3.4,48,https://www.amazon.in/24-Mantra-Organic-Sonamasuri-Polished/dp/B00L924RPC/ref=sr_1_272?dchild=1&qid=1591099869&s=grocery&sr=1-272
"Nature Fresh Sampoorna Atta, 10kg",,0%,,4.5,46,https://www.amazon.in/Nature-Fresh-Sampoorna-Atta-10kg/dp/B079H8D8L9/ref=sr_1_273?dchild=1&qid=1591099869&s=grocery&sr=1-273
Naga Sooji Double Roasted Sooji (2 x 1 kg),130,0%,,4,1,https://www.amazon.in/Naga-Sooji-Double-Roasted/dp/B08657GV1D/ref=sr_1_274?dchild=1&qid=1591099869&s=grocery&sr=1-274
"Natureland Organics Maize Dalia (Makki, Corn Dalia) 500 Gm - Organic Makka Dalia",47,5%,₹50,3.3,14,https://www.amazon.in/Natureland-Organics-Maize-Dalia-Pack/dp/B07B9X5D91/ref=sr_1_275?dchild=1&qid=1591099869&s=grocery&sr=1-275
"FARMUP Soyabean - 1 Kg | Premium Quality, High Protine Soyabean - 100% Pure & Natural",199,34%,₹300,3.8,36,https://www.amazon.in/FARMUP-Farmup-Soyabean-1kg/dp/B07D2Y4ZR4/ref=sr_1_276?dchild=1&qid=1591099869&s=grocery&sr=1-276
"Scotti Arborio Rice Vac-Pack, 1kg",420,1%,₹425,4.6,9,https://www.amazon.in/Scotti-Arborio-Rice-Vac-Pack-1kg/dp/B07NWGFW5M/ref=sr_1_277?dchild=1&qid=1591099869&s=grocery&sr=1-277
"Nutty Yogi Gluten Free Roasted Black Chana - Sattu Flour 500 GMS, Atta, High Protein, Gluten Free, Ethnic Recipe, High Strength, Nutri Flour",149,0%,,3.8,19,https://www.amazon.in/Nutty-Yogi-Gluten-Roasted-Black/dp/B07MT3SWZJ/ref=sr_1_278?dchild=1&qid=1591099869&s=grocery&sr=1-278
Sakura Wasabi Paste - 43gm,220,2%,₹225,3.9,9,https://www.amazon.in/Sakura-Wasabi-Paste-43gm/dp/B07PGY8WGV/ref=sr_1_279?dchild=1&qid=1591099869&s=grocery&sr=1-279
"NutroActive BrownXatta Atta, High Protein & Low Carb Keto Friendly Flour - 3.4 Kg",1048,4%,"₹1,089",3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg12_1?ie=UTF8&adId=A01571248RAU0GR0T2SU&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB071GYHG8M%2Fref%3Dsr_1_280_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-280-spons%26psc%3D1&qualifier=1591153681&id=6673282601222296&widgetName=sp_mtf_browse
"NutroActive BrownXatta, HIGH Protein & Low Carb Keto Friendly Flour 850 gm",312,4%,₹324,3.8,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg12_2?ie=UTF8&adId=A01572809A9YCMV2SC8Z&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB06XQMG23M%2Fref%3Dsr_1_281_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-281-spons%26psc%3D1&qualifier=1591153681&id=6673282601222296&widgetName=sp_mtf_browse
NutroActive BrownXatta High Protein & Low Carb Keto Friendly Flour - 9 Kg (Family Pack),2098,17%,"₹2,520",3.7,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_grocery_sr_pg12_3?ie=UTF8&adId=A06901593JG6DRJFNJL2V&url=%2FNutroActive-BrownXatta-Protein-Friendly-Flour%2Fdp%2FB07FYNC42F%2Fref%3Dsr_1_282_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-282-spons%26psc%3D1&qualifier=1591153681&id=6673282601222296&widgetName=sp_mtf_browse
"Namma Nellu Traditional White Rice - Seeraga Samba (Raw Rice) / சீரக சம்பா (பச்சரிசி) - (1 kg, Pack of 2)",159,1%,₹160,4.3,4,https://www.amazon.in/Namma-Nellu-Traditional-White-Seeraga/dp/B07P94VQNF/ref=sr_1_283?dchild=1&qid=1591099869&s=grocery&sr=1-283
"ASHOKA Pure & Tasty Refined Fibrous Sattu, 500 Grams Pack of 2",329,45%,₹599,4.7,8,https://www.amazon.in/Ashoka-Sattu-500-Grams-Pack/dp/B077YLYCCQ/ref=sr_1_284?dchild=1&qid=1591099869&s=grocery&sr=1-284
Natureland Organics Chana Besan 500 Gm,85,5%,₹90,4.4,23,https://www.amazon.in/Natureland-Organics-Chana-Besan-pack/dp/B07B9XLLD2/ref=sr_1_285?dchild=1&qid=1591099869&s=grocery&sr=1-285
"Natureland Organics Cowpea Black Eye/Lobia Pouch, 1 kg",166,5%,₹175,3.9,8,https://www.amazon.in/Natureland-Organics-Cowpea-Black-Lobia/dp/B07W98SBWK/ref=sr_1_286?dchild=1&qid=1591099869&s=grocery&sr=1-286
"True Elements Gluten Free Steel Cut Oats, 1 kg",307,6%,₹325,4.1,132,https://www.amazon.in/True-Elements-Gluten-Free-Steel/dp/B01IHYUFKU/ref=sr_1_287?dchild=1&qid=1591099869&s=grocery&sr=1-287
"Tata Sampann Organic Toor Dal, 500g",107,0%,,4.4,105,https://www.amazon.in/Tata-Sampann-Organic-Toor-Dal-500g/dp/B07BGCWY83/ref=sr_1_288?dchild=1&qid=1591099869&s=pantry&sr=1-288
Laxmi Daily Feast Kulthi Horse Gram (500 g),159,27%,₹219,2.7,5,https://www.amazon.in/Kulthi-Horse-Gram-500-Gm/dp/B07KZR4BGP/ref=sr_1_289?dchild=1&qid=1591099869&s=grocery&sr=1-289
"Josef Marc Farine de ble T45 Cake Flour, 1kg - Unbleached & Low Protein Flour, Non-chlorinated, Non-GMO, Non-Fortified & Non-bro-mated, All Purpose Cake Flour.",275,21%,₹350,3.8,26,https://www.amazon.in/Josef-Marc-Farine-Cake-Flour/dp/B07NLBWF3V/ref=sr_1_290?dchild=1&qid=1591099869&s=grocery&sr=1-290
"Pure & Sure Organic Rajma/Kidney Beans, 500g",130,0%,,4,41,https://www.amazon.in/Pure-Sure-Organic-Rajma-Kidney/dp/B00M70YXWM/ref=sr_1_291?dchild=1&qid=1591099869&s=grocery&sr=1-291
"Re:Live Wheat Bran Healthy & High Fibre Box, 500g",78,13%,₹90,4.7,6,https://www.amazon.in/Re-Live-Wheat-Healthy-Fibre/dp/B07XXWJ2XX/ref=sr_1_292?dchild=1&qid=1591099869&s=grocery&sr=1-292
Amwel Ragi Atta ( Finger Millet Flour) 500g,90,18%,₹110,4.2,4,https://www.amazon.in/Amwel-Ragi-Finger-Millet-Flour/dp/B07D76LMMM/ref=sr_1_293?dchild=1&qid=1591099869&s=grocery&sr=1-293
Jai Jinendra Food & Grocery Product Soyabeans (SOYA Bean) Seeds- 1 kg,249,38%,₹400,4.1,27,https://www.amazon.in/Jinendra-%E0%A4%95%E0%A4%BF%E0%A4%B0%E0%A4%BE%E0%A4%A8%E0%A5%87-%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A5%8B%E0%A4%A1%E0%A4%95%E0%A5%8D%E0%A4%9F-%E0%A4%B8%E0%A5%8B%E0%A4%AF%E0%A4%BE%E0%A4%AC%E0%A5%80%E0%A4%A8-%E0%A4%B8%E0%A5%8D%E0%A4%B5%E0%A5%87%E0%A4%9C/dp/B07J5J1THZ/ref=sr_1_294?dchild=1&qid=1591099869&s=grocery&sr=1-294
"SHRILALMAHAL Fitness Brown Basmati Rice (Weight Loss Special), (4 Kg : 4 x 1 Kg Jars) | Low Glycemic Index | Gluten Free | Immunity Booster",559,20%,₹700,3.9,Sponsored,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_browse_grocery_sr_pg13_1?ie=UTF8&adId=A07527491I4A4JEBHYATH&url=%2FSHRILALMAHAL-Fitness-Basmati-Weight-Special%2Fdp%2FB07DXZX8FR%2Fref%3Dsr_1_289_sspa%3Fdchild%3D1%26qid%3D1591099869%26s%3Dgrocery%26sr%3D1-289-spons%26psc%3D1&qualifier=1591153683&id=155858985021280&widgetName=sp_atf_browse
